Month,Media,UV,PercentReach
August2016,INDIATRENDINGNOW.COM,118.796607585,0.145242842474693
August2016,OUTLOOKINDIA.COM,117.600868492,0.143780910621116
August2016,FORBESINDIA.COM,117.453494301,0.143600728317569
August2016,REPORTERLIVE.COM,116.693671239,0.142671755146144
August2016,ADVOCATEKHOJ.COM,115.438031305,0.141136587460414
August2016,Postmedia Network Canada Corp.,109.761122366,0.134195897759486
August2016,TELUGUSTOP.COM,109.71045671,0.134133953028547
August2016,GEOURDU.COM,109.2749255,0.133601464835384
August2016,WLIVENEWS.COM,107.107659517,0.130951726950029
August2016,RTIINDIA.ORG,104.809805039,0.128142329251201
August2016,INFOISINFO.CO.IN,102.909446532,0.12581891718676
August2016,CBC-Radio Canada Sites,101.701309475,0.124341827362186
August2016,INDIAWATERPORTAL.ORG,100.482163797,0.122851278202045
August2016,Russia Today,99.842937884,0.12206974924701
August2016,Aljazeera Media Network,99.527279833,0.121683820107203
August2016,KANNADAPRABHA.COM,97.906394608,0.119702097041283
August2016,Advance Digital,95.805758121,0.117133821561197
August2016,UDAYAVANI.COM,95.272777634,0.1164821901511
August2016,TOP10WALA.IN,94.948127708,0.116085267385206
August2016,MANGALAM.COM,94.773621324,0.11587191278058
August2016,UTTARPRADESH.ORG,94.541079312,0.115587602786345
August2016,DIFFERENCEBETWEEN.NET,94.217610967,0.115192124642369
August2016,GUJARATSAMACHAR.COM,92.720831904,0.113362135974459
August2016,NEWSNATION.IN,91.81866751,0.112259133762293
August2016,INDIAPRESS.ORG,90.820440524,0.111038683718904
August2016,SMH.COM.AU,89.797178441,0.109787625321254
August2016,EASTCOASTDAILY.COM,89.236884798,0.109102600361501
August2016,MYNETA.INFO,89.158112399,0.109006291827344
August2016,DW - Deutsche Welle,88.999326213,0.108812157016012
August2016,DIFFERENCEBETWEEN.COM,87.167462613,0.106572488041462
August2016,Australian Broadcasting Corp.,85.858834199,0.104972535698913
August2016,GULFNEWS.COM,84.136252903,0.102866477210283
August2016,DAILYSTAR.CO.UK,84.09139332,0.102811631087321
August2016,Adweek,83.603848155,0.102215549708913
August2016,VALAITAMIL.COM,83.521636697,0.102115036520139
August2016,SATYAVIJAYI.COM,83.501557174,0.102090486938671
August2016,LARAZONSANLUIS.COM,83.081210992,0.101576564230454
August2016,FIRKEE.IN,83.035020801,0.101520091282517
August2016,MALAYALIVARTHA.COM,81.214243397,0.099293976488107
August2016,NYDAILYNEWS.COM,80.599500148,0.0985423804729346
August2016,INDIANMIRROR.COM,79.416080342,0.0970955103984562
August2016,DAIJIWORLD.COM,78.411284535,0.0958670291978384
August2016,DAILYPIONEER.COM,78.040091319,0.0954132017788981
August2016,NEWSWEEK.COM,77.810404823,0.0951323829892435
August2016,GREATERKASHMIR.COM,77.746511507,0.0950542658862418
August2016,Sun-Times Media / CRWN ( Chicago Region-Wide Network ),77.634175279,0.0949169216185957
August2016,New Yorker,76.417260406,0.0934290998802705
August2016,DEKHNEWS.COM,75.640651589,0.0924796041466379
August2016,DOWNTOEARTH.ORG.IN,75.544806938,0.092362422773952
August2016,KERALAKAUMUDI.COM,74.759919401,0.0914028053302024
August2016,TRIBUNE.COM.PK,73.693979922,0.090099568790176
August2016,WorldNews Network,71.564146681,0.0874955968400629
August2016,PUBLICTV.IN,71.484933699,0.0873987496413047
August2016,KIRANNEWSAGENCY.COM,71.244335,0.087104589398442
August2016,NEWSEPAPERS.COM,70.812102891,0.0865761347447595
August2016,MANCHESTEREVENINGNEWS.CO.UK,69.381713187,0.084827314886357
August2016,New York Media,69.149296973,0.0845431586949909
August2016,POLITICALCINEMA.COM,68.433207898,0.0836676554728669
August2016,NEWSHUNT.COM,68.420654753,0.0836523077748234
August2016,ELITEDAILY.COM,68.328665996,0.0835398406866296
August2016,DRUGSUPDATE.COM,67.959910891,0.0830889941455031
August2016,PRESSREADER.COM,67.416857763,0.0824250477456107
August2016,GRAHAKSEVA.COM,66.809383403,0.0816823388032382
August2016,WIRALLY.COM,66.441890697,0.0812330356935516
August2016,FREEPRESSJOURNAL.IN,65.683440294,0.0803057407594015
August2016,TAMILDAILYCALENDAR.COM,65.410389062,0.0799719034732776
August2016,RAJIVDIXITJI.COM,65.253773904,0.0797804229993401
August2016,THEDAILYBEAST.COM,65.131795854,0.0796312904688607
August2016,Rogers Digital Media Publishing,65.021794615,0.0794968010002396
August2016,NEWSX.COM,64.809978799,0.0792378312213684
August2016,APMESSENGER.COM,64.577158795,0.0789531813491762
August2016,JANTAKAREPORTER.COM,64.204659775,0.0784977574310722
August2016,ANDHRAHEADLINES.COM,63.837727384,0.0780491393724567
August2016,LIPSUM.COM,63.336914798,0.0774368370094815
August2016,Mic,63.013241848,0.0770411087117981
August2016,THEDIPLOMAT.COM,62.638134296,0.0765824955561386
August2016,SPH Digital News,62.605144768,0.0765421619732525
August2016,INDIASAMVAD.CO.IN,62.583901599,0.0765161896975162
August2016,ANDHRABULLETIN.COM,62.29496,0.0761629245664567
August2016,SUMANASA.COM,61.660550797,0.0753872846066212
August2016,STUFF.CO.NZ,61.570871371,0.0752776409475258
August2016,KHASKHABAR.COM,60.786908255,0.0743191537173102
August2016,DEEPIKA.COM,60.06173559,0.0734325447367112
August2016,MYPETROLPRICE.COM,60.006242227,0.0733646975654456
August2016,THESTATESMAN.COM,59.798531562,0.0731107468171018
August2016,CROWDYNEWS.COM,58.942746953,0.0720644493538656
August2016,SAMBADEPAPER.COM,58.470570204,0.0714871576738305
August2016,Digital First Media,56.910904431,0.0695802825972933
August2016,MERINEWS.COM,56.766725199,0.0694040065073677
August2016,KAIRALINEWSONLINE.COM,55.5153492,0.0678740519843034
August2016,TAXINDIAONLINE.COM,54.709592956,0.0668889200887099
August2016,SOUTHLIVE.IN,54.374239,0.0664789103856153
August2016,Torstar Digital,54.050316849,0.066082877410363
August2016,Independent News & Media,53.889598587,0.0658863804085967
August2016,NS7.TV,53.62704861,0.065565382143357
August2016,AJITJALANDHAR.COM,53.5442977,0.0654642094109861
August2016,THENATIONAL.AE,53.231284499,0.0650815139117664
August2016,TELUGUMIRCHI.COM,53.096753401,0.0649170338018375
August2016,SWARAJYAMAG.COM,53.003202303,0.0648026565677871
August2016,UNIVERSETODAY.COM,52.92793777,0.0647106368129079
August2016,MADHYAMAM.COM,52.797512988,0.0645511771578561
August2016,CITIZENMATTERS.IN,52.525384402,0.0642184679151197
August2016,TOLIVELUGU.COM,52.425827498,0.0640967478759798
August2016,KHALEEJTIMES.COM,52.184796856,0.0638020595319331
August2016,DEFENCENEWS.IN,52.077307852,0.0636706415664448
August2016,MAVOO.NET,51.875097898,0.0634234160850722
August2016,Deseret Digital Media,51.638714476,0.0631344095147406
August2016,Boston Globe Media Sites,51.410410794,0.0628552813780436
August2016,BIGNEWSLIVE.COM,51.194925812,0.0625918256116498
August2016,BARTAMANPATRIKA.COM,50.788997195,0.0620955300744838
August2016,Zealot Networks,49.840272979,0.0609356029969549
August2016,DAILYEXCELSIOR.COM,49.44261429,0.0604494184206505
August2016,EPW.IN,49.413657004,0.0604140147284534
August2016,SALON.COM,48.543231262,0.0593498167559586
August2016,ANCHORFREE.US,48.518998295,0.0593201891000833
August2016,OPINDIA.COM,47.773449954,0.0584086684560981
August2016,LEGALLYINDIA.COM,46.877949406,0.0573138135804141
August2016,Globe And Mail,45.313579411,0.0554011870385042
August2016,NEWKERALA.COM,45.012411206,0.0550329734417826
August2016,KOLKATA24X7.COM,44.863186303,0.0548505284248723
August2016,AKSHAYAPATRA.ORG,44.779361488,0.0547480427171739
August2016,BLASTINGNEWS.COM,44.444173494,0.0543382359221683
August2016,WEATHER-FORECAST.COM,44.253960801,0.0541056785051872
August2016,WORLDWEATHERONLINE.COM,43.003372396,0.0525766869085363
August2016,NETIAP.COM,42.642737704,0.0521357685285768
August2016,ABDULKALAM.COM,42.4221176,0.0518660344708168
August2016,EPAPERVIJAYAVANI.IN,42.25256832,0.0516587405095889
August2016,TELUGU360.COM,42.004234193,0.0513551227950582
August2016,COLLECTIVE-EVOLUTION.COM,41.862262202,0.0511815453171839
August2016,MediaCorp Network,41.688926169,0.0509696216044786
August2016,NAVATELANGANA.COM,41.524171802,0.0507681899890507
August2016,ODISHATV.IN,41.269952398,0.0504573768303268
August2016,Voice Of America,41.259820507,0.0504449894004296
August2016,NewsNow Publishing,41.113373927,0.0502659412105671
August2016,Sputnik Sites,40.625069687,0.0496689317735821
August2016,NEWSTIG.COM,40.556675095,0.049585311330592
August2016,E-PAPERVIEW.COM,40.390587392,0.0493822495548881
August2016,Newsmax.com Sites,39.920296303,0.0488072633162617
August2016,TV5NEWS.IN,39.514518098,0.0483111516754784
August2016,ASIANAGE.COM,39.34072385,0.0480986677409754
August2016,Ogden Newspapers Inc.,38.7157169,0.0473345231426586
August2016,NEWSLAUNDRY.COM,38.605612993,0.0471999081503171
August2016,DESHABHIMANI.COM,38.415613794,0.0469676117548924
August2016,THEREPORTERTIMES.COM,38.387318964,0.0469330179931674
August2016,EPAPER-HUB.COM,38.210871001,0.0467172895795706
August2016,CAMPAIGNINDIA.IN,37.78985529,0.0462025482933063
August2016,DAILYDOT.COM,37.662174928,0.0460464440148924
August2016,DESIBLITZ.COM,37.100461314,0.0453596829733726
August2016,UPDATEBRO.COM,36.874143796,0.0450829831560599
August2016,The Local Europe,36.601973297,0.0447502226697452
August2016,Ad Progress Network,36.201217298,0.044260251267221
August2016,Politico,35.689738477,0.0436349081758832
August2016,PRAJASAKTI.COM,35.58467316,0.0435064534531701
August2016,MEDIAONETV.IN,35.089402894,0.0429009272290684
August2016,UNIINDIA.COM,34.851154747,0.0426096408128309
August2016,TEHELKA.COM,34.515553807,0.042199329142711
August2016,ISIXSIGMA.COM,33.980154197,0.0415447400698656
August2016,THEAUSTRALIAN.COM.AU,33.786604942,0.04130810331292
August2016,Xinhua News Agency,33.783911501,0.041304810264113
August2016,Foreca,33.501605005,0.0409596573278327
August2016,PTINEWS.COM,33.481579901,0.0409351742800004
August2016,SCMP.COM,33.171616258,0.0405562072245572
August2016,HOLIDAY-WEATHER.COM,32.964929497,0.0403035083194302
August2016,TKBSEN.IN,32.951867531,0.0402875385277946
August2016,SUCCESS.COM,32.948565346,0.0402835012177609
August2016,RASHTRADEEPIKA.COM,32.772894602,0.0400687230459183
August2016,DIVYAHIMACHAL.COM,32.434459825,0.0396549466763482
August2016,NATIONALINTEREST.ORG,32.268768292,0.039452369265123
August2016,NEWSONAIR.COM,32.215604903,0.0393873707614542
August2016,ANDHRABHOOMI.NET,32.148652349,0.0393055133797361
August2016,CORPORATELAWREPORTER.COM,32.128782322,0.0392812199317986
August2016,E-PAPERVIEW.NET,32.019791072,0.0391479652936681
August2016,BESTMEDIAINFO.COM,31.791708247,0.0388691071806621
August2016,NZHERALD.CO.NZ,31.777818729,0.0388521256092525
August2016,SMITHSONIANMAG.COM,31.540350657,0.0385617929265655
August2016,DHARITRI.COM,31.485739707,0.0384950246091069
August2016,ASSAMTRIBUNE.COM,31.475409593,0.0384823948282491
August2016,HARIBHOOMI.COM,31.419770901,0.0384143699751668
August2016,NEWSNOW.IN,31.2626604,0.0382222838860793
August2016,AKILANEWS.COM,31.238389939,0.0381926103893737
August2016,ARABNEWS.COM,31.169064607,0.038107852007128
August2016,NEWSWORLDINDIA.IN,31.001063798,0.0379024512340482
August2016,Lee Enterprises Incorporated,30.587483581,0.037396800714816
August2016,COED.COM,30.305090132,0.0370515414682534
August2016,BARANDBENCH.COM,30.064970458,0.036757966889864
August2016,LAWZONLINE.COM,29.81939183,0.0364577180973534
August2016,DOOLNEWS.COM,29.5934606,0.0361814905626106
August2016,DEZEEN.COM,29.393126969,0.0359365591070647
August2016,WHICH Sites,29.266425195,0.0357816512677211
August2016,The Star Online,29.183541462,0.0356803161435912
August2016,UDAIPURTIMES.COM,29.116161901,0.0355979366955305
August2016,SAAMANA.COM,28.9407149,0.0353834320758538
August2016,LIVERPOOLECHO.CO.UK,28.916633132,0.0353539892785615
August2016,THENORTHEASTTODAY.COM,28.2163718,0.0344978373361584
August2016,PBS NewsHour,28.183245649,0.0344573367155658
August2016,China Daily Sites,28.068471994,0.0343170124063764
August2016,POETSANDQUANTS.COM,27.487459537,0.0336066562566227
August2016,Observer Media,27.376358212,0.0334708218033185
August2016,WeatherBug Property,27.310128494,0.0333898481737329
August2016,CTV,27.198759234,0.0332536861383386
August2016,IFLSCIENCE.COM,26.599082864,0.0325205111570465
August2016,EKARMAKSHETRA.COM,26.4610332,0.0323517291858299
August2016,Flipboard,26.039597842,0.0318364748316897
August2016,E-PAO.NET,25.657939699,0.0313698528071233
August2016,Sky News,25.590581377,0.0312874993262412
August2016,POLIMERNEWS.COM,25.552384451000002,0.0312407990860675
August2016,KNOWYOURTIN.COM,25.3730882,0.0310215883049713
August2016,SUNNEWSLIVE.IN,25.005797697,0.030572532412264
August2016,YADTEK.COM,25.003953406,0.0305702775493294
August2016,IRISHTIMES.COM,24.713030029,0.0302145894612872
August2016,NYOOOZ.COM,24.4373465,0.0298775338820968
August2016,Tegna,24.321555681,0.0297359659701343
August2016,IJSER.ORG,24.067596795,0.0294254713253445
August2016,PROJECTSTODAY.COM,24.036975903,0.0293880336789032
August2016,YESPUNJAB.COM,23.878861201,0.0291947198358367
August2016,Nexstar Broadcast,23.365827374,0.0285674755665436
August2016,TAMILMURASU.ORG,23.142336291,0.0282942313988645
August2016,CSMONITOR.COM,23.048140075,0.0281790654320888
August2016,YR.NO,23.031587606,0.0281588280894878
August2016,Associated Press,22.711661859,0.0277676811887493
August2016,Times Online,22.232967652,0.0271824211488016
August2016,INQUIRER.NET,22.229256001,0.0271778832183634
August2016,ABC Local,22.221314791,0.0271681741539672
August2016,BA-BAMAIL.COM,22.159107596,0.0270921185324486
August2016,Johnston Press Plc,21.978972943,0.0268718827061756
August2016,UNFCCC.INT,21.627855987,0.0264426008793018
August2016,INFOELECTIONS.COM,20.847705495,0.0254887750309076
August2016,Military Advantage,20.685895842,0.0252909436751196
August2016,MARINEINSIGHT.COM,20.6215633,0.0252122895666088
August2016,LENTA.RU,20.542695199,0.025115864025487
August2016,TELUGUJOURNALIST.COM,20.509710799,0.0250755367121847
August2016,ISLAMWEB.NET,20.188208295,0.024682462040332
August2016,CARAVANMAGAZINE.IN,19.512754423,0.02385664013915
August2016,NAGPURTODAY.IN,19.171139302,0.0234389754245168
August2016,DTNEXT.IN,19.171139298,0.0234389754196264
August2016,COUNTERCURRENTS.ORG,18.988680625,0.0232158982052226
August2016,JEYAMOHAN.IN,18.8020045,0.0229876646590941
August2016,Nikkei,18.773031646,0.0229522419331837
August2016,MALAYALAMEMAGAZINE.COM,18.721292101,0.0228889842464794
August2016,Hearst Television,18.378284689,0.0224696172921401
August2016,ICRISAT.ORG,18.1803989,0.0222276786117014
August2016,ECMWEB.COM,18.08135,0.0221065796672749
August2016,INDIARETAILING.COM,17.787394696,0.0217471846914299
August2016,VAARTHA.COM,17.610293187,0.0215306572408854
August2016,The Seattle Times Company Online Network,17.534659492,0.0214381861419881
August2016,NBMCW.COM,17.520275998,0.0214206006267469
August2016,SADDAHAQ.COM,17.445096506,0.0213286848445048
August2016,2INSPIRELIFE.NET,17.328336804,0.0211859323589775
August2016,DAILYTIMES.COM.PK,17.101377686,0.0209084481101088
August2016,SURYAA.COM,16.936244958,0.020706553903802
August2016,Cox Media Group - Newspaper,16.867760049,0.0206228230376435
August2016,PUNJABKESARI.COM,16.858256233,0.020611203503397
August2016,Epoch Digital Network,16.799621498,0.0205395156349277
August2016,NATION.COM.PK,16.78033752,0.0205159387009068
August2016,SUDDIMAHITHI.COM,16.770179756,0.0205035196382203
August2016,SCOOPNEST.COM,16.736915572,0.0204628502560302
August2016,MILLENNIUMPOST.IN,16.463471099,0.0201285321864751
August2016,ACTIVEHOSTED.COM,16.3553072,0.0199962890823724
August2016,NAVHINDTIMES.IN,16.355307198,0.0199962890799272
August2016,KANTIPURONLINE.COM,16.346192201,0.0199851449226962
August2016,CNKI.COM.CN,16.212940299,0.0198222287805178
August2016,HELLOAP.COM,16.1322279,0.0197235483679031
August2016,INDIAWEST.COM,15.616834381,0.0190934190972584
August2016,EESANJE.COM,15.532375914,0.0189901586753701
August2016,JAPANTIMES.CO.JP,15.318683101,0.0187288940466278
August2016,THENEWS.COM.PK,15.287543,0.018690821606041
August2016,CAMPAIGNLIVE.CO.UK,15.155820743,0.0185297756350088
August2016,MANITHAN.COM,14.868835906,0.0181789028759261
August2016,NEWSPAPERDIRECT.COM,14.514349003,0.0177455008919937
August2016,BHADAS4MEDIA.COM,14.420833001,0.0176311665669363
August2016,MUBI.COM,14.095641895,0.0172335821447621
August2016,PROBHARAT.COM,14.009503105,0.0171282673301284
August2016,Euronews Sites,13.998873921,0.0171152719009766
August2016,ANDHRAWISHESH.COM,13.766242999,0.0168308532037961
August2016,SCIENCEBLOGS.COM,13.686278914,0.0167330876931692
August2016,SMARTINVESTMENT.IN,13.6550162,0.0166948653437508
August2016,DOAJ.ORG,13.577992404,0.0166006946826802
August2016,SOOPERARTICLES.COM,13.442896201,0.016435523665341
August2016,AHREFS.COM,13.3842089,0.0163637715287464
August2016,THESHILLONGTIMES.COM,13.186832497,0.016122455632679
August2016,MARKETINGWEEK.COM,13.142793098,0.0160686122812427
August2016,MORUNGEXPRESS.COM,13.140948798,0.0160663574073046
August2016,THEAGE.COM.AU,13.139104497,0.0160641025321439
August2016,WEATHER.GOV,13.075220361,0.0159859966527732
August2016,TheJournal.ie News Sites,13.027808974,0.0159280306489156
August2016,DAINIKSAVERATIMES.COM,13.015735562,0.0159132694809589
August2016,GUJARATINFORMATION.NET,12.834189899,0.0156913085287978
August2016,THESANGAIEXPRESS.COM,12.561538298,0.0153579598386327
August2016,RUBBERBOARD.ORG.IN,12.521187498,0.01530862623385
August2016,THECITIZEN.IN,12.517498902,0.0153041164908643
August2016,ZIPNET.IN,12.1905592,0.0149043942041623
August2016,DESHBANDHU.CO.IN,12.038355904,0.0147183077510686
August2016,EPUNYANAGARI.COM,11.623337401,0.0142108987578263
August2016,MIDCINDIA.ORG,11.402102402,0.0139404129185177
August2016,PALPALINDIA.COM,11.374089286,0.0139061635853328
August2016,THEDAILYSTAR.NET,11.2064746,0.0137012348930911
August2016,NATION.CO.KE,11.112637675,0.0135865082018736
August2016,TIMESALERT.COM,11.005301878,0.0134552775499848
August2016,Haaretz,10.850143397,0.0132655780352207
August2016,TIMESOFISRAEL.COM,10.736869688,0.0131270875866526
August2016,BDNEWS24.COM,10.646898505,0.0130170872202669
August2016,CURIOSITY.COM,10.568376798,0.012921085186602
August2016,College Publisher Network,10.328805301,0.0126281808191494
August2016,Miami Herald Sites,10.281402179,0.0125702249202276
August2016,TRUEACTIVIST.COM,10.193709098,0.0124630098018102
August2016,INDIABLOOMS.COM,9.911942499,0.0121185169531916
August2016,DAINIKTRIBUNEONLINE.COM,9.113816956,0.0111427144881756
August2016,ELECTRICAL-INSTALLATION.ORG,9.079736078,0.0111010466013952
August2016,PRESSTV.IR,8.844178298,0.0108130494756376
August2016,Global Times Group,7.979312598,0.00975564930924832
August2016,Sinclair Broadcast Group,7.754388999,0.00948065372206353
August2016,PAKISTANTODAY.COM.PK,7.737896797,0.00946049006296718
August2016,JPOST.COM,7.337526204,0.00897098986466403
December2014,Facebook,47701.675847212,58.3209160576183
December2014,YOUTUBE.COM,36784.088890739,44.9728803517108
December2014,Network 18,17768.24542002,21.7237724089879
December2014,REDIFF.COM,16701.668321012,20.4197563056656
December2014,The Times Of India Sites,14676.420501681,17.9436523539848
December2014,NDTV,8699.567754144,10.636246037814
December2014,India Today Group,7902.740448771,9.66203082286167
December2014,Jagran Sites,7756.69180275,9.4834691544582
December2014,HT Media Group,6225.306139227,7.61116984530542
December2014,IN.COM*,6069.706175321,7.42093056602734
December2014,Yahoo-ABC News Network,5945.800754508,7.26944159801991
December2014,STAR India,5548.088511101,6.78319154598569
December2014,The Economic Times,4665.309560905,5.7038903235985
December2014,Dotdash,4653.146969321,5.68902012312408
December2014,Bhaskar Group Sites,4320.168369487,5.28191457337143
December2014,The Hindu Group,4005.66458362,4.89739665928174
December2014,ONEINDIA.COM Sites,3939.54445834,4.81655701984171
December2014,The Indian Express Group,3366.250411896,4.11563753713664
December2014,India Today,3346.341780637,4.09129689098833
December2014,INDIANEXPRESS.COM,2685.63618465,3.28350649541025
December2014,BBC Sites,2444.585077576,2.98879313090945
December2014,FIRSTPOST.COM,2245.848054931,2.74581371751642
December2014,HPMG News,1831.037501625,2.23865896813905
December2014,DNAINDIA.COM,1821.272812358,2.22672048562339
December2014,MID-DAY.COM,1730.846271116,2.11616339035388
December2014,BUSINESS-STANDARD.COM,1703.990180821,2.08332865740346
December2014,Mail Online / Daily Mail,1639.986067314,2.0050760915368
December2014,MSN News,1509.229902827,1.84521128264649
December2014,AMARUJALA.COM,1362.320270034,1.66559695652472
December2014,CNN Network,1227.098802516,1.50027278884631
December2014,The Guardian,1213.272986843,1.48336910106235
December2014,INSTAGRAM.COM,1190.092601497,1.45502835026195
December2014,Sify News And Information,1151.584941796,1.40794820162754
December2014,Manorama Sites,1148.152070508,1.40375111222411
December2014,NBC News Digital,1143.23298057,1.39773694550441
December2014,Ushodaya Enterprises,1127.594375902,1.3786169097006
December2014,DECCANCHRONICLE.COM,1110.278690248,1.35744644489887
December2014,Hearst Newspapers,1077.330541647,1.31716345327049
December2014,DINAMALAR.COM,1062.056287393,1.29848887875358
December2014,STORYPICK.COM,988.86632621,1.20900553238046
December2014,Business Insider,947.973791158,1.15900959278728
December2014,AccuWeather Sites,914.597470101,1.11820310990999
December2014,Telegraph Media Group,899.780043625,1.10008706114758
December2014,BUZZFEED.COM,796.9655344,0.974384216215622
December2014,USA TODAY Network,789.032901013,0.964685637755592
December2014,SAKSHI.COM,787.130760004,0.962360046376561
December2014,New York Times Digital,757.846552529,0.926556654239276
December2014,Maharashtra Times,723.662860961,0.884763065836588
December2014,NEWINDIANEXPRESS.COM,656.468925906,0.802610567495112
December2014,MATHRUBHUMI.COM,636.684802604,0.778422146986256
December2014,DINAKARAN.COM,570.049713293,0.696952903376319
December2014,DAILYTHANTHI.COM,565.330880406,0.691183574483679
December2014,VIKATAN.COM,560.177321496,0.684882741834722
December2014,MAALAIMALAR.COM,497.428839609,0.608165333486298
December2014,GREATANDHRA.COM,483.630575962,0.591295331298637
December2014,Mirror Online,412.417871358,0.504229413934465
December2014,National Geographic Sites,412.227166438,0.503996254712414
December2014,ESAKAL.COM,374.531630802,0.457909023382938
December2014,WorldNews Network,364.0209895,0.445058526661417
December2014,TUPAKI.COM,348.352201502,0.425901588182297
December2014,Weather Company The,340.388423163,0.416164931350827
December2014,The Economist Group,316.150227141,0.386530882431563
December2014,ANDHRAJYOTHY.COM,314.606507102,0.384643502895897
December2014,Atlantic Media,306.210393769,0.374378265622629
December2014,SANDESH.COM,301.011215781,0.368021658278729
December2014,DINAMANI.COM,298.891893134,0.365430536772
December2014,ELITEDAILY.COM,283.367866855,0.346450586541452
December2014,New York Media,263.500877746,0.322160852825287
December2014,SILICONINDIA.COM,259.254349439,0.316968971900137
December2014,VICE Media,251.908065566,0.307987274769307
December2014,WASHINGTONPOST.COM,248.800676155,0.304188125289156
December2014,OUTLOOKINDIA.COM,232.963485099,0.28482529424054
December2014,MALAYALIVARTHA.COM,232.724587905,0.284533214288416
December2014,Fox News Digital Network,221.123034193,0.270348948680166
December2014,NEWS Corp Australia Sites,219.470392246,0.26832839928536
December2014,SMH.COM.AU,218.92902564,0.267666514858364
December2014,USNews,212.86976047,0.260258349650871
December2014,TELUGUSTOP.COM,203.489386801,0.248789738210654
December2014,Graham Holdings,203.437861053,0.248726741916068
December2014,BUZZLE.COM,199.507425597,0.24392132172426
December2014,TELEGRAPHINDIA.COM,196.112917898,0.23977113632607
December2014,CBS News,192.787251396,0.235705117397929
December2014,QZ.COM,187.55132074,0.229303575589416
December2014,KERALAKAUMUDI.COM,184.900079806,0.226062121338299
December2014,tronc,183.6397613,0.224521233550002
December2014,NEWSHUNT.COM,178.290931101,0.217981658755156
December2014,NARENDRAMODI.IN,174.806486904,0.213721515397267
December2014,MANGALAM.COM,173.601799101,0.212248642694441
December2014,ALLEVENTS.IN,173.483702498,0.212104255690254
December2014,LOKMAT.COM,172.514845803,0.21091971428835599
December2014,The Sun Online,169.1653726,0.206824588864774
December2014,ALLINDIAROUNDUP.COM,167.923053003,0.205305706862275
December2014,FORBESINDIA.COM,164.502708548,0.201123932987346
December2014,TOPYAPS.COM,156.301358198,0.191096816396023
December2014,TRIBUNEINDIA.COM,151.750878238,0.185533318781829
December2014,KANNADAPRABHA.COM,151.250086297,0.184921041660854
December2014,UDAYAVANI.COM,147.209088696,0.179980446227021
December2014,SKYMETWEATHER.COM,145.262677398,0.177600729206431
December2014,MYPETROLPRICE.COM,143.048893998,0.174894118305491
December2014,INFOISINFO.CO.IN,141.423737705,0.172907173359403
December2014,VCCIRCLE.COM,139.235702589,0.170232042767763
December2014,Russia Today,138.214826188,0.168983901149456
December2014,DAIJIWORLD.COM,137.699773786,0.168354188935601
December2014,NEWS24ONLINE.COM,136.0054319,0.166282656454797
December2014,NPR,135.612315299,0.165802025116786
December2014,EASTCOASTDAILY.COM,127.489208596,0.155870570597869
December2014,NEWSTIG.COM,124.225269009,0.151880020092258
December2014,DRUGSUPDATE.COM,121.840673503,0.148964571276954
December2014,YOUTHKIAWAAZ.COM,120.200111889,0.146958791511817
December2014,VOX.COM,120.00519012,0.146720476695288
December2014,ADVOCATEKHOJ.COM,118.046520101,0.144325771944693
December2014,REPORTERLIVE.COM,117.44994344,0.14359638672394
December2014,SCROLL.IN,117.322220996,0.143440230995595
December2014,DIFFERENCEBETWEEN.NET,117.133856693,0.143209933453456
December2014,TELUGUMIRCHI.COM,116.949211896,0.14298418344541
December2014,INDIAPRESS.ORG,113.863451399,0.139211477859638
December2014,Postmedia Network Canada Corp.,112.71653245,0.137809234383669
December2014,GUJARATSAMACHAR.COM,112.374729603,0.137391340152616
December2014,Foreca,112.002167902,0.136935839600394
December2014,CITIZENMATTERS.IN,110.051069195,0.134550391670314
December2014,EXPRESS.CO.UK,105.975982637,0.129568118472243
December2014,Aljazeera Media Network,105.061620077,0.128450202567594
December2014,Australian Broadcasting Corp.,104.593438007,0.127877794854045
December2014,NYDAILYNEWS.COM,100.997511783,0.12348135159006
December2014,DIFFERENCEBETWEEN.COM,100.967357602,0.123444484552841
December2014,KHASKHABAR.COM,100.720622502,0.123142821837643
December2014,WEATHER-FORECAST.COM,100.493041905,0.12286457775799
December2014,V6NEWS.TV,99.719637401,0.121918999675978
December2014,KIRANNEWSAGENCY.COM,97.375304303,0.119052776395742
December2014,RTIINDIA.ORG,93.007699898,0.113712865682903
December2014,Advance Digital,92.427491725,0.113003492866278
December2014,KOLKATA24X7.COM,89.823577602,0.109819901214799
December2014,ANDHRAHEADLINES.COM,89.6294676,0.109582578879021
December2014,MYCITY4KIDS.COM,87.772272801,0.107311939534566
December2014,THEDAILYBEAST.COM,86.566631011,0.105837900470292
December2014,Sun-Times Media / CRWN ( Chicago Region-Wide Network ),85.048955957,0.103982363995838
December2014,MADHYAMAM.COM,85.045446999,0.103978073881469
December2014,SPH Digital News,83.018945695,0.101500437397171
December2014,GRAHAKSEVA.COM,81.038301703,0.0990788668769347
December2014,DEEPIKA.COM,80.630654596,0.0985804702842317
December2014,NYPost Network,79.011420684,0.0966007661463335
December2014,New Yorker,78.258094196,0.0956797358032623
December2014,TAXINDIAONLINE.COM,78.202959918,0.095612327655812
December2014,TEHELKA.COM,77.993674388,0.0953564514499886
December2014,CBC-Radio Canada Sites,76.249783163,0.0932243390673418
December2014,GULFNEWS.COM,76.209856097,0.0931755235273581
